HP:0002907	"Microscopic hematuria"	"283120"	"HP:0002907"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002908	"Conjugated hyperbilirubinemia"	"4067"	"HP:0002908"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002909	"Generalized aminoaciduria"	"1716"	"HP:0002909"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025769	"Disordered formal thought process"	"54808"	"HP:0025769"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032208	"Increased urinary type 1 collagen N-terminal telopeptide level"	"4882"	"HP:0032208"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032209	"Abnormal circulating free T3 concentration"	"7201"	"HP:0032209"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032203	"Lymphoid nodular hyperplasia"	"220296"	"HP:0032203"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032204	"Chronic active Epstein-Barr virus infection"	"84061"	"HP:0032204"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025454	"Abnormal CSF metabolite concentration"	"5193"	"HP:0025454"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025770	"2-3 finger osseus syndactyly"	"6608"	"HP:0025770"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002910	"Elevated circulating hepatic transaminase concentration"	"6773"	"HP:0002910"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0003155	"Elevated circulating alkaline phosphatase concentration"	"2099"	"HP:0003155"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002912	"Methylmalonic acidemia"	"166785"	"HP:0002912"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002913	"Myoglobinuria"	"79147"	"HP:0002913"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002914	"Hyperchloriduria"	"3758"	"HP:0002914"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0003220	"Abnormality of chromosome stability"	"4173"	"HP:0003220"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002916	"Abnormality of chromosome segregation"	"9319"	"HP:0002916"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002917	"Hypomagnesemia"	"58528"	"HP:0002917"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002918	"Hypermagnesemia"	"229"	"HP:0002918"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002919	"Ketonuria"	"3954"	"HP:0002919"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025779	"Disorder of thought content"	"6711"	"HP:0025779"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032210	"Decreased circulating free T3"	"7201"	"HP:0032210"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032219	"Increased proportion of CD4-positive T cells"	"90268"	"HP:0032219"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032215	"Disseminated cutaneous warts"	"920"	"HP:0032215"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032216	"Lymphocytic infiltration of the colorectal mucosa"	"1493"	"HP:0032216"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032218	"Decreased proportion of CD4-positive T cells"	"3952"	"HP:0032218"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025780	"Abnormal volitional state"	"1116"	"HP:0025780"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025783	"Diagnostic behavioral phenotype"	"2702"	"HP:0025783"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025785	"Abnormal preoccupation"	"6711"	"HP:0025785"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002920	"Decreased circulating ACTH concentration"	"6658"	"HP:0002920"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002921	"Abnormal cerebrospinal fluid morphology"	"8893"	"HP:0002921"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002922	"Increased CSF protein concentration"	"29110"	"HP:0002922"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002923	"Rheumatoid factor positive"	"4067"	"HP:0002923"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0004319	"Decreased circulating aldosterone concentration"	"1586"	"HP:0004319"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002925	"Elevated circulating thyroid-stimulating hormone concentration"	"55186"	"HP:0002925"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002926	"Abnormality of thyroid physiology"	"6559"	"HP:0002926"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002927	"Histidinuria"	"3034"	"HP:0002927"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002928	"Decreased activity of the pyruvate dehydrogenase complex"	"54704"	"HP:0002928"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002929	"Leydig cell insensitivity to gonadotropin"	"3730"	"HP:0002929"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032220	"Interface hepatitis"	"84342"	"HP:0032220"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032222	"Serrated intestinal polyps"	"54894"	"HP:0032222"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032225	"Perifollicular fibroma"	"56980"	"HP:0032225"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032226	"Abnormal sebaceous gland morphology"	"1001"	"HP:0032226"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032227	"Sebaceous hyperplasia"	"201163"	"HP:0032227"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032228	"Trichodiscoma"	"201163"	"HP:0032228"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032229	"Perinuclear antineutrophil antibody positivity"	"3113"	"HP:0032229"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025792	"Abnormal cognitive process"	"8312"	"HP:0025792"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025793	"Abnormal change in sexual drive"	"2896"	"HP:0025793"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025798	"Abnormal wrist morphology"	"5297"	"HP:0025798"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002930	"Impaired sensitivity to thyroid hormone"	"7067"	"HP:0002930"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0003108	"Hyperglycinuria"	"5096"	"HP:0003108"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002932	"Aldehyde oxidase deficiency"	"4337"	"HP:0002932"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002933	"Ventral hernia"	"23126"	"HP:0002933"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0003693	"Distal amyotrophy"	"4625"	"HP:0003693"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002460	"Distal muscle weakness"	"2218"	"HP:0002460"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002936	"Distal sensory impairment"	"6310"	"HP:0002936"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002937	"Hemivertebrae"	"8567"	"HP:0002937"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002938	"Lumbar hyperlordosis"	"1756"	"HP:0002938"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0003307	"Hyperlordosis"	"4322"	"HP:0003307"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0025799	"Abnormal wrist physiology"	"10020"	"HP:0025799"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032234	"Increased circulating creatine kinase MM isoform"	"191"	"HP:0032234"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032235	"Anti-La/SS-B antibody positivity"	"7128"	"HP:0032235"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032230	"Cytoplasmic antineutrophil antibody positivity"	"3113"	"HP:0032230"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032231	"Hypochromia"	"6007"	"HP:0032231"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032232	"Increased circulating creatine kinase MB isoform"	"10463"	"HP:0032232"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032241	"Cervical neoplasm"	"2624"	"HP:0032241"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032242	"Cervical intraepithelial neoplasia"	"2624"	"HP:0032242"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032243	"Abnormal tissue metabolite concentration"	"6514"	"HP:0032243"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0000926	"Platyspondyly"	"3955"	"HP:0000926"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002942	"Thoracic kyphosis"	"1836"	"HP:0002942"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002943	"Thoracic scoliosis"	"285489"	"HP:0002943"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002944	"Thoracolumbar scoliosis"	"3417"	"HP:0002944"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002945	"Intervertebral space narrowing"	"50484"	"HP:0002945"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002946	"Supernumerary vertebrae"	"10220"	"HP:0002946"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002947	"Cervical kyphosis"	"415"	"HP:0002947"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002948	"Vertebral fusion"	"5352"	"HP:0002948"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002949	"Fused cervical vertebrae"	"5352"	"HP:0002949"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032244	"Decreased serum thromboxane B2"	"5321"	"HP:0032244"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032245	"Abnormal metabolism"	"113235"	"HP:0032245"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032247	"Persistent CMV viremia"	"3560"	"HP:0032247"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032248	"Persistent viremia"	"1503"	"HP:0032248"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032249	"Coccidioidomycosis"	"3594"	"HP:0032249"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032251	"Abnormal immune system morphology"	"4353"	"HP:0032251"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032252	"Granuloma"	"1794"	"HP:0032252"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032253	"Eosinophilic granuloma"	"1794"	"HP:0032253"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0009601	"Aplasia/Hypoplasia of the thumb"	"124583"	"HP:0009601"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002951	"Partial absence of cerebellar vermis"	"29954"	"HP:0002951"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0004586	"Biconcave vertebral bodies"	"153642"	"HP:0004586"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002953	"Vertebral compression fracture"	"1277"	"HP:0002953"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0000278	"Retrognathia"	"90952"	"HP:0000278"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002955	"Granulomatosis"	"427"	"HP:0002955"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0010976	"Decreased total B cell count"	"81704"	"HP:0010976"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002719	"Recurrent infections"	"2273"	"HP:0002719"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002958	"Immune dysregulation"	"50943"	"HP:0002958"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002959	"Impaired Ig class switch recombination"	"959"	"HP:0002959"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032254	"Increased circulating copper concentration"	"540"	"HP:0032254"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032255	"Opportunistic fungal infection"	"64170"	"HP:0032255"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032256	"Histoplasmosis"	"6772"	"HP:0032256"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032257	"Disseminated histoplasmosis"	"6772"	"HP:0032257"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032259	"Chronic tinea infection"	"362"	"HP:0032259"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032260	"Opportunistic bacterial infection"	"84905"	"HP:0032260"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032261	"Nontuberculous mycobacterial pulmonary infection"	"219972"	"HP:0032261"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032262	"Pulmonary tuberculosis"	"3501"	"HP:0032262"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032263	"Increased blood pressure"	"6772"	"HP:0032263"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002960	"Autoimmunity"	"93587"	"HP:0002960"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002961	"Dysgammaglobulinemia"	"331"	"HP:0002961"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0003496	"Increased circulating IgM level"	"331"	"HP:0003496"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002963	"Abnormal delayed hypersensitivity skin test"	"355"	"HP:0002963"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002965	"Cutaneous anergy"	"3718"	"HP:0002965"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0009811	"Abnormality of the elbow"	"2588"	"HP:0009811"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002967	"Cubitus valgus"	"2697"	"HP:0002967"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0008905	"Rhizomelia"	"2879"	"HP:0008905"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0009815	"Aplasia/hypoplasia of the extremities"	"1802"	"HP:0009815"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032271	"Extrapulmonary tuberculosis"	"57169"	"HP:0032271"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0034649	"Elevated urine N-acetylaspartic acid level"	"64849"	"HP:0034649"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032273	"Increased circulating N-acetylaspartic acid concentration"	"443"	"HP:0032273"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002970	"Genu varum"	"64682"	"HP:0002970"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002971	"Absent microvilli on the surface of peripheral blood lymphocytes"	"7454"	"HP:0002971"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002972	"Reduced delayed hypersensitivity"	"355"	"HP:0002972"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002973	"Abnormal forearm morphology"	"1277"	"HP:0002973"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002974	"Radioulnar synostosis"	"26040"	"HP:0002974"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0003083	"Dislocated radial head"	"6473"	"HP:0003083"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0006487	"Bowing of the long bones"	"57003"	"HP:0006487"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002977	"Aplasia/Hypoplasia involving the central nervous system"	"57094"	"HP:0002977"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0006380	"Knee flexion contracture"	"2737"	"HP:0006380"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0002979	"Bowing of the legs"	"57003"	"HP:0002979"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032274	"Increased CSF N-acetylaspartic acid concentration"	"443"	"HP:0032274"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
HP:0032275	"Recurrent shingles"	"3501"	"HP:0032275"	"id"	"BiologicalEntity|DiseaseOrPhenotypicFeature|Entity|NamedThing|PhenotypicFeature"
