~id,name:String,preferred_id:String,~label
R-HSA-2161541,Abacavir Metabolism,reactome/wiki_pathway,Pathway
R-HSA-2161517,Abacavir Transmembrane Transport,reactome/wiki_pathway,Pathway
R-HSA-9659787,Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects,reactome/wiki_pathway,Pathway
R-HSA-9687139,Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects,reactome/wiki_pathway,Pathway
R-HSA-9687136,Aberrant Regulation Of Mitotic Exit In Cancer Due To RB1 Defects,reactome/wiki_pathway,Pathway
R-HSA-167242,Abortive Elongation Of HIV-1 Transcript In Absence Of Tat,reactome/wiki_pathway,Pathway
R-HSA-264642,Acetylcholine Neurotransmitter Release Cycle,reactome/wiki_pathway,Pathway
R-HSA-181431,Acetylcholine Binding And Downstream Events,reactome/wiki_pathway,Pathway
R-HSA-9667769,Acetylcholine Inhibits Contraction Of Outer Hair Cells,reactome/wiki_pathway,Pathway
R-HSA-399997,Acetylcholine Regulates Insulin Secretion,reactome/wiki_pathway,Pathway
R-HSA-1300645,Acrosome Reaction And Sperm:Oocyte Membrane Binding,reactome/wiki_pathway,Pathway
R-HSA-2122948,Activated NOTCH1 Transmits Signal To Nucleus,reactome/wiki_pathway,Pathway
R-HSA-9032845,Activated NTRK2 Signals Thru CDK5,reactome/wiki_pathway,Pathway
R-HSA-9028731,Activated NTRK2 Signals Thru FRS2 And FRS3,reactome/wiki_pathway,Pathway
R-HSA-9032500,Activated NTRK2 Signals Thru FYN,reactome/wiki_pathway,Pathway
R-HSA-9028335,Activated NTRK2 Signals Thru PI3K,reactome/wiki_pathway,Pathway
R-HSA-9026519,Activated NTRK2 Signals Thru RAS,reactome/wiki_pathway,Pathway
R-HSA-9603381,Activated NTRK3 Signals Thru PI3K,reactome/wiki_pathway,Pathway
R-HSA-9034864,Activated NTRK3 Signals Thru RAS,reactome/wiki_pathway,Pathway
R-HSA-5625886,Activated PKN1 Stimulates Transcription Of Androgen Receptor Regulated KLK2 And KLK3,reactome/wiki_pathway,Pathway
R-HSA-2033519,Activated Point Mutants Of FGFR2,reactome/wiki_pathway,Pathway
R-HSA-9619483,Activation Of AMPK Downstream Of NMDARs,reactome/wiki_pathway,Pathway
R-HSA-176814,Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins,reactome/wiki_pathway,Pathway
R-HSA-176187,Activation Of ATR In Response To Replication Stress,reactome/wiki_pathway,Pathway
R-HSA-111447,Activation Of BAD And Translocation To Mitochondria,reactome/wiki_pathway,Pathway
R-HSA-114452,Activation Of BH3-only Proteins,reactome/wiki_pathway,Pathway
R-HSA-174577,Activation Of C3 And C5,reactome/wiki_pathway,Pathway
R-HSA-451308,Activation Of Ca-permeable Kainate Receptor,reactome/wiki_pathway,Pathway
R-HSA-1296041,Activation Of G Protein Gated Potassium Channels,reactome/wiki_pathway,Pathway
R-HSA-991365,Activation Of GABAB Receptors,reactome/wiki_pathway,Pathway
R-HSA-5619507,Activation Of HOX Genes During Differentiation,reactome/wiki_pathway,Pathway
R-HSA-936964,Activation Of IRF3/IRF7 Mediated By TBK1/IKK Epsilon,reactome/wiki_pathway,Pathway
R-HSA-1592389,Activation Of Matrix Metalloproteinases,reactome/wiki_pathway,Pathway
R-HSA-1169091,Activation Of NF-kappaB In B Cells,reactome/wiki_pathway,Pathway
R-HSA-2980767,"Activation Of NIMA Kinases NEK9, NEK6, NEK7",reactome/wiki_pathway,Pathway
R-HSA-442755,Activation Of NMDA Receptors And Postsynaptic Events,reactome/wiki_pathway,Pathway
R-HSA-111448,Activation Of NOXA And Translocation To Mitochondria,reactome/wiki_pathway,Pathway
R-HSA-2151209,Activation Of PPARGC1A (PGC-1alpha) By Phosphorylation,reactome/wiki_pathway,Pathway
R-HSA-139915,Activation Of PUMA And Translocation To Mitochondria,reactome/wiki_pathway,Pathway
R-HSA-428540,Activation Of RAC1,reactome/wiki_pathway,Pathway
R-HSA-9619229,Activation Of RAC1 Downstream Of NMDARs,reactome/wiki_pathway,Pathway
R-HSA-5635838,Activation Of SMO,reactome/wiki_pathway,Pathway
R-HSA-187015,Activation Of TRKA Receptors,reactome/wiki_pathway,Pathway
R-HSA-111459,Activation Of Caspases Thru Apoptosome-Mediated Cleavage,reactome/wiki_pathway,Pathway
R-HSA-2426168,Activation Of Gene Expression By SREBF (SREBP),reactome/wiki_pathway,Pathway
R-HSA-451326,Activation Of Kainate Receptors Upon Glutamate Binding,reactome/wiki_pathway,Pathway
R-HSA-450341,Activation Of AP-1 Family Of Transcription Factors,reactome/wiki_pathway,Pathway
R-HSA-8866907,Activation Of TFAP2 (AP-2) Family Of Transcription Factors,reactome/wiki_pathway,Pathway
R-HSA-72662,"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S",reactome/wiki_pathway,Pathway
R-HSA-2485179,Activation Of Phototransduction Cascade,reactome/wiki_pathway,Pathway
R-HSA-68962,Activation Of Pre-Replicative Complex,reactome/wiki_pathway,Pathway
R-HSA-1482798,Acyl Chain Remodeling Of CL,reactome/wiki_pathway,Pathway
R-HSA-1482883,Acyl Chain Remodeling Of DAG And TAG,reactome/wiki_pathway,Pathway
R-HSA-1482788,Acyl Chain Remodelling Of PC,reactome/wiki_pathway,Pathway
R-HSA-1482839,Acyl Chain Remodelling Of PE,reactome/wiki_pathway,Pathway
R-HSA-1482925,Acyl Chain Remodelling Of PG,reactome/wiki_pathway,Pathway
R-HSA-1482922,Acyl Chain Remodelling Of PI,reactome/wiki_pathway,Pathway
R-HSA-1482801,Acyl Chain Remodelling Of PS,reactome/wiki_pathway,Pathway
R-HSA-1280218,Adaptive Immune System,reactome/wiki_pathway,Pathway
R-HSA-170660,Adenylate Cyclase Activating Pathway,reactome/wiki_pathway,Pathway
R-HSA-170670,Adenylate Cyclase Inhibitory Pathway,reactome/wiki_pathway,Pathway
R-HSA-418990,Adherens Junctions Interactions,reactome/wiki_pathway,Pathway
R-HSA-400042,"Adrenaline,noradrenaline Inhibits Insulin Secretion",reactome/wiki_pathway,Pathway
R-HSA-390696,Adrenoceptors,reactome/wiki_pathway,Pathway
R-HSA-879415,Advanced Glycosylation Endproduct Receptor Signaling,reactome/wiki_pathway,Pathway
R-HSA-5423646,Aflatoxin Activation And Detoxification,reactome/wiki_pathway,Pathway
R-HSA-9646399,Aggrephagy,reactome/wiki_pathway,Pathway
R-HSA-1462054,Alpha-defensins,reactome/wiki_pathway,Pathway
R-HSA-389599,Alpha-oxidation Of Phytanate,reactome/wiki_pathway,Pathway
R-HSA-9645460,Alpha-protein Kinase 1 Signaling Pathway,reactome/wiki_pathway,Pathway
R-HSA-375280,Amine Ligand-Binding Receptors,reactome/wiki_pathway,Pathway
R-HSA-156587,Amino Acid Conjugation,reactome/wiki_pathway,Pathway
R-HSA-352230,Amino Acid Transport Across Plasma Membrane,reactome/wiki_pathway,Pathway
R-HSA-9639288,Amino Acids Regulate mTORC1,reactome/wiki_pathway,Pathway
R-HSA-141444,Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal,reactome/wiki_pathway,Pathway
R-HSA-977225,Amyloid Fiber Formation,reactome/wiki_pathway,Pathway
R-HSA-2214320,Anchoring Fibril Formation,reactome/wiki_pathway,Pathway
R-HSA-5620912,Anchoring Of Basal Body To Plasma Membrane,reactome/wiki_pathway,Pathway
R-HSA-193048,Androgen Biosynthesis,reactome/wiki_pathway,Pathway
R-HSA-9662851,Anti-inflammatory Response Favoring Leishmania Infection,reactome/wiki_pathway,Pathway
R-HSA-983170,"Antigen Presentation: Folding, Assembly, Peptide Loading Of Class I MHC",reactome/wiki_pathway,Pathway
R-HSA-983695,Antigen Activates B Cell Receptor Leading To Second Messenger Generation,reactome/wiki_pathway,Pathway
R-HSA-1236975,Antigen processing-Cross Presentation,reactome/wiki_pathway,Pathway
R-HSA-983168,Antigen Processing: Ubiquitination And Proteasome Degradation,reactome/wiki_pathway,Pathway
R-HSA-6803157,Antimicrobial Peptides,reactome/wiki_pathway,Pathway
R-HSA-1169410,Antiviral Mechanism By IFN-stimulated Genes,reactome/wiki_pathway,Pathway
R-HSA-109581,Apoptosis,reactome/wiki_pathway,Pathway
R-HSA-140342,Apoptosis Induced DNA Fragmentation,reactome/wiki_pathway,Pathway
R-HSA-351906,Apoptotic Cleavage Of Cell Adhesion Proteins,reactome/wiki_pathway,Pathway
R-HSA-111465,Apoptotic Cleavage Of Cellular Proteins,reactome/wiki_pathway,Pathway
R-HSA-75153,Apoptotic Execution Phase,reactome/wiki_pathway,Pathway
R-HSA-111471,Apoptotic Factor-Mediated Response,reactome/wiki_pathway,Pathway
R-HSA-445717,Aquaporin-mediated Transport,reactome/wiki_pathway,Pathway
R-HSA-426048,Arachidonate Production From DAG,reactome/wiki_pathway,Pathway
R-HSA-2142753,Arachidonic Acid Metabolism,reactome/wiki_pathway,Pathway
R-HSA-8937144,Aryl Hydrocarbon Receptor Signaling,reactome/wiki_pathway,Pathway
R-HSA-446203,Asparagine N-linked Glycosylation,reactome/wiki_pathway,Pathway
R-HSA-8963693,Aspartate And Asparagine Metabolism,reactome/wiki_pathway,Pathway
R-HSA-9749641,Aspirin ADME,reactome/wiki_pathway,Pathway
R-HSA-175474,Assembly Of HIV Virion,reactome/wiki_pathway,Pathway
R-HSA-9609736,Assembly And Cell Surface Presentation Of NMDA Receptors,reactome/wiki_pathway,Pathway
R-HSA-8963889,Assembly Of Active LPL And LIPC Lipase Complexes,reactome/wiki_pathway,Pathway
R-HSA-2022090,Assembly Of Collagen Fibrils And Other Multimeric Structures,reactome/wiki_pathway,Pathway
R-HSA-68616,Assembly Of ORC Complex At Origin Of Replication,reactome/wiki_pathway,Pathway
R-HSA-68867,Assembly Of Pre-Replicative Complex,reactome/wiki_pathway,Pathway
R-HSA-390471,Association Of TriC/CCT With Target Proteins During Biosynthesis,reactome/wiki_pathway,Pathway
R-HSA-4608870,Asymmetric Localization Of PCP Proteins,reactome/wiki_pathway,Pathway
R-HSA-9754706,Atorvastatin ADME,reactome/wiki_pathway,Pathway
R-HSA-9678110,Attachment And Entry,reactome/wiki_pathway,Pathway
R-HSA-162791,Attachment Of GPI Anchor To uPAR,reactome/wiki_pathway,Pathway
R-HSA-3371568,Attenuation Phase,reactome/wiki_pathway,Pathway
R-HSA-174084,Autodegradation Of Cdh1 By Cdh1:APC/C,reactome/wiki_pathway,Pathway
R-HSA-349425,Autodegradation Of E3 Ubiquitin Ligase COP1,reactome/wiki_pathway,Pathway
R-HSA-9612973,Autophagy,reactome/wiki_pathway,Pathway
R-HSA-422475,Axon Guidance,reactome/wiki_pathway,Pathway
R-HSA-193634,Axonal Growth Inhibition (RHOA Activation),reactome/wiki_pathway,Pathway
R-HSA-9748787,Azathioprine ADME,reactome/wiki_pathway,Pathway
R-HSA-5250924,B-WICH Complex Positively Regulates rRNA Expression,reactome/wiki_pathway,Pathway
R-HSA-5620922,BBSome-mediated Cargo-Targeting To Cilium,reactome/wiki_pathway,Pathway
R-HSA-111453,BH3-only Proteins Associate With And Inactivate Anti-Apoptotic BCL-2 Members,reactome/wiki_pathway,Pathway
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression",reactome/wiki_pathway,Pathway
R-HSA-73884,Base Excision Repair,reactome/wiki_pathway,Pathway
R-HSA-73929,"Base-Excision Repair, AP Site Formation",reactome/wiki_pathway,Pathway
R-HSA-210991,Basigin Interactions,reactome/wiki_pathway,Pathway
R-HSA-1461957,Beta Defensins,reactome/wiki_pathway,Pathway
R-HSA-77352,Beta Oxidation Of butanoyl-CoA To acetyl-CoA,reactome/wiki_pathway,Pathway
R-HSA-77346,Beta Oxidation Of decanoyl-CoA To octanoyl-CoA-CoA,reactome/wiki_pathway,Pathway
R-HSA-77350,Beta Oxidation Of hexanoyl-CoA To butanoyl-CoA,reactome/wiki_pathway,Pathway
R-HSA-77310,Beta Oxidation Of lauroyl-CoA To decanoyl-CoA-CoA,reactome/wiki_pathway,Pathway
R-HSA-77348,Beta Oxidation Of octanoyl-CoA To hexanoyl-CoA,reactome/wiki_pathway,Pathway
R-HSA-3858494,Beta-catenin Independent WNT Signaling,reactome/wiki_pathway,Pathway
R-HSA-196299,Beta-catenin Phosphorylation Cascade,reactome/wiki_pathway,Pathway
R-HSA-389887,Beta-oxidation Of pristanoyl-CoA,reactome/wiki_pathway,Pathway
R-HSA-390247,Beta-oxidation Of Very Long Chain Fatty Acids,reactome/wiki_pathway,Pathway
R-HSA-425381,Bicarbonate Transporters,reactome/wiki_pathway,Pathway
R-HSA-194068,Bile Acid And Bile Salt Metabolism,reactome/wiki_pathway,Pathway
R-HSA-2173782,Binding And Uptake Of Ligands By Scavenger Receptors,reactome/wiki_pathway,Pathway
R-HSA-173107,Binding And Entry Of HIV Virion,reactome/wiki_pathway,Pathway
R-HSA-4411364,Binding Of TCF/LEF:CTNNB1 To Target Gene Promoters,reactome/wiki_pathway,Pathway
R-HSA-211859,Biological Oxidations,reactome/wiki_pathway,Pathway
R-HSA-9018677,Biosynthesis Of DHA-derived SPMs,reactome/wiki_pathway,Pathway
R-HSA-9018896,Biosynthesis Of E-series 18(S)-resolvins,reactome/wiki_pathway,Pathway
R-HSA-9018679,Biosynthesis Of EPA-derived SPMs,reactome/wiki_pathway,Pathway
R-HSA-9027307,Biosynthesis Of Maresin-Like SPMs,reactome/wiki_pathway,Pathway
R-HSA-9018682,Biosynthesis Of Maresins,reactome/wiki_pathway,Pathway
R-HSA-9018678,Biosynthesis Of Specialized Proresolving Mediators (SPMs),reactome/wiki_pathway,Pathway
R-HSA-446193,Biosynthesis Of N-glycan Precursor (Dolichol LLO) And Transfer To Protein,reactome/wiki_pathway,Pathway
R-HSA-196780,Biotin Transport And Metabolism,reactome/wiki_pathway,Pathway
R-HSA-9033658,Blood Group Systems Biosynthesis,reactome/wiki_pathway,Pathway
R-HSA-70895,Branched-chain Amino Acid Catabolism,reactome/wiki_pathway,Pathway
R-HSA-162588,Budding And Maturation Of HIV Virion,reactome/wiki_pathway,Pathway
R-HSA-450385,Butyrate Response Factor 1 Binds And Destabilizes mRNA,reactome/wiki_pathway,Pathway
R-HSA-8851680,Butyrophilin (BTN) Family Interactions,reactome/wiki_pathway,Pathway
R-HSA-5621481,C-type Lectin Receptors (CLRs),reactome/wiki_pathway,Pathway
R-HSA-5218900,CASP8 Activity Is Inhibited,reactome/wiki_pathway,Pathway
R-HSA-9662834,CD163 Mediating An Anti-Inflammatory Response,reactome/wiki_pathway,Pathway
R-HSA-5621575,CD209 (DC-SIGN) Signaling,reactome/wiki_pathway,Pathway
R-HSA-5690714,CD22 Mediated BCR Regulation,reactome/wiki_pathway,Pathway
R-HSA-389356,CD28 Co-Stimulation,reactome/wiki_pathway,Pathway
R-HSA-389357,CD28 Dependent PI3K/Akt Signaling,reactome/wiki_pathway,Pathway
R-HSA-389359,CD28 Dependent Vav1 Pathway,reactome/wiki_pathway,Pathway
R-HSA-9013148,CDC42 GTPase Cycle,reactome/wiki_pathway,Pathway
R-HSA-68689,CDC6 Association With ORC:origin Complex,reactome/wiki_pathway,Pathway
R-HSA-69017,CDK-mediated Phosphorylation And Removal Of Cdc6,reactome/wiki_pathway,Pathway
R-HSA-447041,CHL1 Interactions,reactome/wiki_pathway,Pathway
R-HSA-5607763,CLEC7A (Dectin-1) Induces NFAT Activation,reactome/wiki_pathway,Pathway
R-HSA-5607764,CLEC7A (Dectin-1) Signaling,reactome/wiki_pathway,Pathway
R-HSA-5660668,CLEC7A/inflammasome Pathway,reactome/wiki_pathway,Pathway
R-HSA-6811434,COPI-dependent Golgi-to-ER Retrograde Traffic,reactome/wiki_pathway,Pathway
R-HSA-6811436,COPI-independent Golgi-to-ER Retrograde Traffic,reactome/wiki_pathway,Pathway
R-HSA-6807878,COPI-mediated Anterograde Transport,reactome/wiki_pathway,Pathway
R-HSA-204005,COPII-mediated Vesicle Transport,reactome/wiki_pathway,Pathway
R-HSA-199920,CREB Phosphorylation,reactome/wiki_pathway,Pathway
R-HSA-442742,CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling,reactome/wiki_pathway,Pathway
R-HSA-442720,CREB1 Phosphorylation Thru Activation Of Adenylate Cyclase,reactome/wiki_pathway,Pathway
R-HSA-442729,CREB1 Phosphorylation Thru Activation Of CaMKII/CaMKK/CaMKIV Cascasde,reactome/wiki_pathway,Pathway
R-HSA-8874211,CREB3 Factors Activate Genes,reactome/wiki_pathway,Pathway
R-HSA-399956,CRMPs In Sema3A Signaling,reactome/wiki_pathway,Pathway
R-HSA-2024101,CS/DS Degradation,reactome/wiki_pathway,Pathway
R-HSA-389513,CTLA4 Inhibitory Signaling,reactome/wiki_pathway,Pathway
R-HSA-5358747,CTNNB1 S33 Mutants Not Phosphorylated,reactome/wiki_pathway,Pathway
R-HSA-211999,CYP2E1 Reactions,reactome/wiki_pathway,Pathway
R-HSA-111996,Ca-dependent Events,reactome/wiki_pathway,Pathway
R-HSA-1296052,Ca2+ Activated K+ Channels,reactome/wiki_pathway,Pathway
R-HSA-4086398,Ca2+ Pathway,reactome/wiki_pathway,Pathway
R-HSA-111997,CaM Pathway,reactome/wiki_pathway,Pathway
R-HSA-111932,CaMK IV-mediated Phosphorylation Of CREB,reactome/wiki_pathway,Pathway
R-HSA-2025928,Calcineurin Activates NFAT,reactome/wiki_pathway,Pathway
R-HSA-419812,Calcitonin-like Ligand Receptors,reactome/wiki_pathway,Pathway
R-HSA-901042,Calnexin/calreticulin Cycle,reactome/wiki_pathway,Pathway
R-HSA-72737,Cap-dependent Translation Initiation,reactome/wiki_pathway,Pathway
R-HSA-8955332,Carboxyterminal Post-Translational Modifications Of Tubulin,reactome/wiki_pathway,Pathway
R-HSA-5576891,Cardiac Conduction,reactome/wiki_pathway,Pathway
R-HSA-5694530,Cargo Concentration In ER,reactome/wiki_pathway,Pathway
R-HSA-8856825,Cargo Recognition For Clathrin-Mediated Endocytosis,reactome/wiki_pathway,Pathway
R-HSA-5620920,Cargo Trafficking To Periciliary Membrane,reactome/wiki_pathway,Pathway
R-HSA-200425,Carnitine Metabolism,reactome/wiki_pathway,Pathway
R-HSA-140534,Caspase Activation Via Death Receptors In Presence Of Ligand,reactome/wiki_pathway,Pathway
R-HSA-418889,Caspase Activation Via Dependence Receptors In Absence Of Ligand,reactome/wiki_pathway,Pathway
R-HSA-5357769,Caspase Activation Via Extrinsic Apoptotic Signaling Pathway,reactome/wiki_pathway,Pathway
R-HSA-264870,Caspase-mediated Cleavage Of Cytoskeletal Proteins,reactome/wiki_pathway,Pathway
R-HSA-426117,Cation-coupled Chloride Cotransporters,reactome/wiki_pathway,Pathway
R-HSA-174184,Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A,reactome/wiki_pathway,Pathway
R-HSA-69620,Cell Cycle Checkpoints,reactome/wiki_pathway,Pathway
R-HSA-1640170,Cell Cycle,reactome/wiki_pathway,Pathway
R-HSA-69278,"Cell Cycle, Mitotic",reactome/wiki_pathway,Pathway
R-HSA-204998,"Cell Death Signaling Via NRAGE, NRIF And NADE",reactome/wiki_pathway,Pathway
R-HSA-446728,Cell Junction Organization,reactome/wiki_pathway,Pathway
R-HSA-9664424,Cell Recruitment (Pro-Inflammatory Response),reactome/wiki_pathway,Pathway
R-HSA-202733,Cell Surface Interactions At Vascular Wall,reactome/wiki_pathway,Pathway
R-HSA-1500931,Cell-Cell Communication,reactome/wiki_pathway,Pathway
R-HSA-421270,Cell-cell Junction Organization,reactome/wiki_pathway,Pathway
R-HSA-446353,Cell-extracellular Matrix Interactions,reactome/wiki_pathway,Pathway
R-HSA-2559583,Cellular Senescence,reactome/wiki_pathway,Pathway
R-HSA-189200,Cellular Hexose Transport,reactome/wiki_pathway,Pathway
R-HSA-9711123,Cellular Response To Chemical Stress,reactome/wiki_pathway,Pathway
R-HSA-3371556,Cellular Response To Heat Stress,reactome/wiki_pathway,Pathway
R-HSA-1234174,Cellular Response To Hypoxia,reactome/wiki_pathway,Pathway
R-HSA-9711097,Cellular Response To Starvation,reactome/wiki_pathway,Pathway
R-HSA-8953897,Cellular Responses To Stimuli,reactome/wiki_pathway,Pathway
R-HSA-2262752,Cellular Responses To Stress,reactome/wiki_pathway,Pathway
R-HSA-380287,Centrosome Maturation,reactome/wiki_pathway,Pathway
R-HSA-163765,ChREBP Activates Metabolic Gene Expression,reactome/wiki_pathway,Pathway
R-HSA-9613829,Chaperone Mediated Autophagy,reactome/wiki_pathway,Pathway
R-HSA-390466,Chaperonin-mediated Protein Folding,reactome/wiki_pathway,Pathway
R-HSA-380108,Chemokine Receptors Bind Chemokines,reactome/wiki_pathway,Pathway
R-HSA-75035,Chk1/Chk2(Cds1) Mediated Inactivation Of Cyclin B:Cdk1 Complex,reactome/wiki_pathway,Pathway
R-HSA-191273,Cholesterol Biosynthesis,reactome/wiki_pathway,Pathway
R-HSA-6798163,Choline Catabolism,reactome/wiki_pathway,Pathway
R-HSA-2022870,Chondroitin Sulfate Biosynthesis,reactome/wiki_pathway,Pathway
R-HSA-1793185,Chondroitin Sulfate/Dermatan Sulfate Metabolism,reactome/wiki_pathway,Pathway
R-HSA-3247509,Chromatin Modifying Enzymes,reactome/wiki_pathway,Pathway
R-HSA-73886,Chromosome Maintenance,reactome/wiki_pathway,Pathway
R-HSA-8963888,Chylomicron Assembly,reactome/wiki_pathway,Pathway
R-HSA-8964026,Chylomicron Clearance,reactome/wiki_pathway,Pathway
R-HSA-8963901,Chylomicron Remodeling,reactome/wiki_pathway,Pathway
R-HSA-5617833,Cilium Assembly,reactome/wiki_pathway,Pathway
R-HSA-400253,Circadian Clock,reactome/wiki_pathway,Pathway
R-HSA-71403,Citric Acid Cycle (TCA Cycle),reactome/wiki_pathway,Pathway
R-HSA-373076,Class A/1 (Rhodopsin-like Receptors),reactome/wiki_pathway,Pathway
R-HSA-373080,Class B/2 (Secretin Family Receptors),reactome/wiki_pathway,Pathway
R-HSA-420499,Class C/3 (Metabotropic Glutamate/Pheromone Receptors),reactome/wiki_pathway,Pathway
R-HSA-983169,Class I MHC Mediated Antigen Processing And Presentation,reactome/wiki_pathway,Pathway
R-HSA-9603798,Class I Peroxisomal Membrane Protein Import,reactome/wiki_pathway,Pathway
R-HSA-173623,Classical Antibody-Mediated Complement Activation,reactome/wiki_pathway,Pathway
R-HSA-8856828,Clathrin-mediated Endocytosis,reactome/wiki_pathway,Pathway
R-HSA-110331,Cleavage Of Damaged Purine,reactome/wiki_pathway,Pathway
R-HSA-110329,Cleavage Of Damaged Pyrimidine,reactome/wiki_pathway,Pathway
R-HSA-9759218,Cobalamin (Cbl) Metabolism,reactome/wiki_pathway,Pathway
R-HSA-196741,"Cobalamin (Cbl, Vitamin B12) Transport And Metabolism",reactome/wiki_pathway,Pathway
R-HSA-196783,Coenzyme A Biosynthesis,reactome/wiki_pathway,Pathway
R-HSA-2470946,Cohesin Loading Onto Chromatin,reactome/wiki_pathway,Pathway
R-HSA-1650814,Collagen Biosynthesis And Modifying Enzymes,reactome/wiki_pathway,Pathway
R-HSA-8948216,Collagen Chain Trimerization,reactome/wiki_pathway,Pathway
R-HSA-1442490,Collagen Degradation,reactome/wiki_pathway,Pathway
R-HSA-1474290,Collagen Formation,reactome/wiki_pathway,Pathway
R-HSA-140875,Common Pathway Of Fibrin Clot Formation,reactome/wiki_pathway,Pathway
R-HSA-8948700,Competing Endogenous RNAs (ceRNAs) Regulate PTEN Translation,reactome/wiki_pathway,Pathway
R-HSA-166658,Complement Cascade,reactome/wiki_pathway,Pathway
R-HSA-6799198,Complex I Biogenesis,reactome/wiki_pathway,Pathway
R-HSA-2514853,Condensation Of Prometaphase Chromosomes,reactome/wiki_pathway,Pathway
R-HSA-2299718,Condensation Of Prophase Chromosomes,reactome/wiki_pathway,Pathway
R-HSA-177135,Conjugation Of Benzoate With Glycine,reactome/wiki_pathway,Pathway
R-HSA-177128,Conjugation Of Salicylate With Glycine,reactome/wiki_pathway,Pathway
R-HSA-5674400,Constitutive Signaling By AKT1 E17K In Cancer,reactome/wiki_pathway,Pathway
R-HSA-2219530,Constitutive Signaling By Aberrant PI3K In Cancer,reactome/wiki_pathway,Pathway
R-HSA-5637810,Constitutive Signaling By EGFRvIII,reactome/wiki_pathway,Pathway
R-HSA-1236382,Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants,reactome/wiki_pathway,Pathway
R-HSA-2691232,Constitutive Signaling By NOTCH1 HD Domain Mutants,reactome/wiki_pathway,Pathway
R-HSA-2894862,Constitutive Signaling By NOTCH1 HD+PEST Domain Mutants,reactome/wiki_pathway,Pathway
