~id,ensembl_id:String,preferred_id:String,~label
RXFP2,,gene_id,Gene
CRHR2,,gene_id,Gene
HTR4,,gene_id,Gene
GHRHR,,gene_id,Gene
PRKACG,,gene_id,Gene
CALCR,,gene_id,Gene
GNG11,,gene_id,Gene
HTR7,,gene_id,Gene
GNG10,,gene_id,Gene
GPR176,,gene_id,Gene
CPAMD8,,gene_id,Gene
PRKAR2B,,gene_id,Gene
PRKAR2A,,gene_id,Gene
C1QTNF1,,gene_id,Gene
PRKACB,,gene_id,Gene
GPR15,,gene_id,Gene
AVPR2,,gene_id,Gene
FSHB,,gene_id,Gene
GPBAR1,,gene_id,Gene
GNG13,,gene_id,Gene
GNG12,,gene_id,Gene
MC3R,,gene_id,Gene
IL6,,gene_id,Gene
ADORA2B,,gene_id,Gene
ADORA2A,,gene_id,Gene
FSHR,,gene_id,Gene
GIPR,,gene_id,Gene
GPR27,,gene_id,Gene
GPR25,,gene_id,Gene
GLP1R,,gene_id,Gene
GPR20,,gene_id,Gene
ADM,,gene_id,Gene
ADRB1,,gene_id,Gene
ADRB2,,gene_id,Gene
PTH1R,,gene_id,Gene
ADRB3,,gene_id,Gene
GNGT2,,gene_id,Gene
GNGT1,,gene_id,Gene
MC2R,,gene_id,Gene
HRH2,,gene_id,Gene
DRD1,,gene_id,Gene
DRD5,,gene_id,Gene
NPSR1,,gene_id,Gene
GPR39,,gene_id,Gene
LHCGR,,gene_id,Gene
PTGIR,,gene_id,Gene
GLP2R,,gene_id,Gene
GPR32,,gene_id,Gene
SCTR,,gene_id,Gene
PTH2R,,gene_id,Gene
TSHR,,gene_id,Gene
ADCYAP1,,gene_id,Gene
POMC,,gene_id,Gene
PTHLH,,gene_id,Gene
MC5R,,gene_id,Gene
GHRH,,gene_id,Gene
CRH,,gene_id,Gene
PTRH2,,gene_id,Gene
RAMP1,,gene_id,Gene
RAMP2,,gene_id,Gene
GPHA2,,gene_id,Gene
PTGER2,,gene_id,Gene
GPR45,,gene_id,Gene
PTGER4,,gene_id,Gene
GNAI1,,gene_id,Gene
GNAI2,,gene_id,Gene
GNAI3,,gene_id,Gene
NPS,,gene_id,Gene
MC4R,,gene_id,Gene
INSL3,,gene_id,Gene
TSHB,,gene_id,Gene
PLA2G4A,,gene_id,Gene
MAPK14,,gene_id,Gene
GNAQ,,gene_id,Gene
SRC,,gene_id,Gene
GNA14,,gene_id,Gene
GNA15,,gene_id,Gene
GNA11,,gene_id,Gene
P2RY1,,gene_id,Gene
P2RY12,,gene_id,Gene
CDKN1B,,gene_id,Gene
GSK3B,,gene_id,Gene
GSK3A,,gene_id,Gene
BAD,,gene_id,Gene
CDKN1A,,gene_id,Gene
CHUK,,gene_id,Gene
TSC2,,gene_id,Gene
CASP9,,gene_id,Gene
AKT1S1,,gene_id,Gene
AKT3,,gene_id,Gene
MKRN1,,gene_id,Gene
AKT1,,gene_id,Gene
AKT2,,gene_id,Gene
MDM2,,gene_id,Gene
RPS6KB2,,gene_id,Gene
FOXO6,,gene_id,Gene
FOXO4,,gene_id,Gene
FOXO3,,gene_id,Gene
NR4A1,,gene_id,Gene
FOXO1,,gene_id,Gene
HIP1,,gene_id,Gene
NPM1,,gene_id,Gene
PPM1B,,gene_id,Gene
BCL11A,,gene_id,Gene
CLTC,,gene_id,Gene
BIRC6,,gene_id,Gene
EIF2AK3,,gene_id,Gene
FN1,,gene_id,Gene
STRN,,gene_id,Gene
ALK,,gene_id,Gene
EML4,,gene_id,Gene
ADIPOQ,,gene_id,Gene
STK11,,gene_id,Gene
PRKAA2,,gene_id,Gene
MLXIPL,,gene_id,Gene
PRKAG2,,gene_id,Gene
ADIPOR1,,gene_id,Gene
ADIPOR2,,gene_id,Gene
PRKAB2,,gene_id,Gene
CSNK1A1,,gene_id,Gene
PPP2R5C,,gene_id,Gene
AXIN1,,gene_id,Gene
PPP2R5B,,gene_id,Gene
PPP2R1A,,gene_id,Gene
PPP2R5E,,gene_id,Gene
PPP2R5D,,gene_id,Gene
PPP2R5A,,gene_id,Gene
AMER1,,gene_id,Gene
PPP2CA,,gene_id,Gene
PPP2CB,,gene_id,Gene
PROC,,gene_id,Gene
PPP2R1B,,gene_id,Gene
UBE2C,,gene_id,Gene
UBE2E1,,gene_id,Gene
CDC20,,gene_id,Gene
UBE2S,,gene_id,Gene
BUB1B,,gene_id,Gene
CDC16,,gene_id,Gene
ANAPC4,,gene_id,Gene
ANAPC5,,gene_id,Gene
ANAPC7,,gene_id,Gene
ANAPC1,,gene_id,Gene
ANAPC2,,gene_id,Gene
MAD2L1,,gene_id,Gene
ANAPC15,,gene_id,Gene
ANAPC16,,gene_id,Gene
UBE2D1,,gene_id,Gene
ANAPC10,,gene_id,Gene
ANAPC11,,gene_id,Gene
CDC23,,gene_id,Gene
CDC26,,gene_id,Gene
CDC27,,gene_id,Gene
NEK2,,gene_id,Gene
BUB3,,gene_id,Gene
CDK2,,gene_id,Gene
CDK1,,gene_id,Gene
RB1,,gene_id,Gene
AURKA,,gene_id,Gene
AURKB,,gene_id,Gene
FZR1,,gene_id,Gene
PTTG1,,gene_id,Gene
BTRC,,gene_id,Gene
PLK1,,gene_id,Gene
CCNA2,,gene_id,Gene
CCNA1,,gene_id,Gene
CDC14A,,gene_id,Gene
CUL1,,gene_id,Gene
CCNB1,,gene_id,Gene
FBXO5,,gene_id,Gene
SKP1,,gene_id,Gene
SKP2,,gene_id,Gene
OGG1,,gene_id,Gene
PNKP,,gene_id,Gene
XRCC1,,gene_id,Gene
LRIG3,,gene_id,Gene
POLG2,,gene_id,Gene
NEIL2,,gene_id,Gene
NEIL1,,gene_id,Gene
PPIA,,gene_id,Gene
APOBEC3G,,gene_id,Gene
RAP1A,,gene_id,Gene
NTRK1,,gene_id,Gene
YWHAB,,gene_id,Gene
CRK,,gene_id,Gene
KIDINS220,,gene_id,Gene
BRAF,,gene_id,Gene
NGF,,gene_id,Gene
IGFBP1,,gene_id,Gene
DIS3,,gene_id,Gene
NFYB,,gene_id,Gene
NFYC,,gene_id,Gene
ASNS,,gene_id,Gene
DDIT3,,gene_id,Gene
ATF6,,gene_id,Gene
ATF4,,gene_id,Gene
DCP2,,gene_id,Gene
CXCL8,,gene_id,Gene
ATF3,,gene_id,Gene
CEBPB,,gene_id,Gene
CEBPG,,gene_id,Gene
PARN,,gene_id,Gene
HERPUD1,,gene_id,Gene
EXOSC8,,gene_id,Gene
EXOSC7,,gene_id,Gene
KHSRP,,gene_id,Gene
EXOSC6,,gene_id,Gene
EXOSC5,,gene_id,Gene
EXOSC9,,gene_id,Gene
CCL2,,gene_id,Gene
NFYA,,gene_id,Gene
EXOSC4,,gene_id,Gene
EXOSC3,,gene_id,Gene
EXOSC2,,gene_id,Gene
EXOSC1,,gene_id,Gene
HSPA5,,gene_id,Gene
CALR,,gene_id,Gene
HSP90B1,,gene_id,Gene
MBTPS1,,gene_id,Gene
MBTPS2,,gene_id,Gene
HSPA8,,gene_id,Gene
HSPA1A,,gene_id,Gene
PABPC1,,gene_id,Gene
HNRNPD,,gene_id,Gene
HSPB1,,gene_id,Gene
EIF4G1,,gene_id,Gene
HSP90AA1,,gene_id,Gene
OFD1,,gene_id,Gene
TUBB,,gene_id,Gene
TUBA4A,,gene_id,Gene
CENPJ,,gene_id,Gene
CCP110,,gene_id,Gene
PAFAH1B1,,gene_id,Gene
CEP41,,gene_id,Gene
CEP43,,gene_id,Gene
SFI1,,gene_id,Gene
SDCCAG8,,gene_id,Gene
YWHAG,,gene_id,Gene
YWHAE,,gene_id,Gene
CETN2,,gene_id,Gene
SSNA1,,gene_id,Gene
CEP164,,gene_id,Gene
AKAP9,,gene_id,Gene
HMMR,,gene_id,Gene
ACTR1A,,gene_id,Gene
CSNK1D,,gene_id,Gene
CNTRL,,gene_id,Gene
CEP250,,gene_id,Gene
CLASP1,,gene_id,Gene
CEP290,,gene_id,Gene
PCNT,,gene_id,Gene
DYNC1I2,,gene_id,Gene
CEP57,,gene_id,Gene
PLK4,,gene_id,Gene
CEP135,,gene_id,Gene
DYNLL1,,gene_id,Gene
ODF2,,gene_id,Gene
NDE1,,gene_id,Gene
CEP131,,gene_id,Gene
HAUS5,,gene_id,Gene
HAUS4,,gene_id,Gene
CSNK1E,,gene_id,Gene
HAUS7,,gene_id,Gene
HAUS6,,gene_id,Gene
HAUS1,,gene_id,Gene
TUBB4B,,gene_id,Gene
TUBG1,,gene_id,Gene
CKAP5,,gene_id,Gene
HAUS3,,gene_id,Gene
TUBB4A,,gene_id,Gene
HAUS2,,gene_id,Gene
NEDD1,,gene_id,Gene
TPX2,,gene_id,Gene
CEP63,,gene_id,Gene
DYNC1H1,,gene_id,Gene
MAPRE1,,gene_id,Gene
DCTN3,,gene_id,Gene
DCTN2,,gene_id,Gene
ALMS1,,gene_id,Gene
DCTN1,,gene_id,Gene
TUBA1A,,gene_id,Gene
PCM1,,gene_id,Gene
HAUS8,,gene_id,Gene
CEP70,,gene_id,Gene
CDK5RAP2,,gene_id,Gene
CEP72,,gene_id,Gene
CEP152,,gene_id,Gene
CEP76,,gene_id,Gene
NINL,,gene_id,Gene
CEP192,,gene_id,Gene
CEP78,,gene_id,Gene
GUK1,,gene_id,Gene
ADAL,,gene_id,Gene
SLC22A1,,gene_id,Gene
SLC22A3,,gene_id,Gene
ADH1A,,gene_id,Gene
SLC22A2,,gene_id,Gene
PCK1,,gene_id,Gene
ABCG2,,gene_id,Gene
NT5C2,,gene_id,Gene
CDKN1C,,gene_id,Gene
TFDP1,,gene_id,Gene
CCND3,,gene_id,Gene
TFDP2,,gene_id,Gene
CCND2,,gene_id,Gene
CDK6,,gene_id,Gene
CCND1,,gene_id,Gene
CCNE2,,gene_id,Gene
CCNE1,,gene_id,Gene
CDK4,,gene_id,Gene
E2F1,,gene_id,Gene
E2F2,,gene_id,Gene
E2F3,,gene_id,Gene
CTDP1,,gene_id,Gene
NCBP2,,gene_id,Gene
NELFA,,gene_id,Gene
NCBP1,,gene_id,Gene
SUPT4H1,,gene_id,Gene
GTF2F1,,gene_id,Gene
GTF2F2,,gene_id,Gene
SUPT5H,,gene_id,Gene
POLR2A,,gene_id,Gene
POLR2B,,gene_id,Gene
POLR2C,,gene_id,Gene
POLR2D,,gene_id,Gene
POLR2E,,gene_id,Gene
NELFCD,,gene_id,Gene
NELFE,,gene_id,Gene
POLR2F,,gene_id,Gene
POLR2G,,gene_id,Gene
POLR2H,,gene_id,Gene
NELFB,,gene_id,Gene
POLR2I,,gene_id,Gene
POLR2J,,gene_id,Gene
POLR2K,,gene_id,Gene
POLR2L,,gene_id,Gene
SNAP25,,gene_id,Gene
STXBP1,,gene_id,Gene
CPLX1,,gene_id,Gene
RAB3A,,gene_id,Gene
UNC13B,,gene_id,Gene
SYT1,,gene_id,Gene
SH2D3C,,gene_id,Gene
SLC5A7,,gene_id,Gene
RIMS1,,gene_id,Gene
PPFIA2,,gene_id,Gene
PPFIA1,,gene_id,Gene
VAMP2,,gene_id,Gene
TSPOAP1,,gene_id,Gene
PPFIA4,,gene_id,Gene
SLC18A3,,gene_id,Gene
PPFIA3,,gene_id,Gene
STX1A,,gene_id,Gene
CHRNA2,,gene_id,Gene
CHRNB3,,gene_id,Gene
CHRNA1,,gene_id,Gene
CHRNB2,,gene_id,Gene
CHRNA4,,gene_id,Gene
CHRNA3,,gene_id,Gene
CHRNB4,,gene_id,Gene
CHRNA6,,gene_id,Gene
CHRNA5,,gene_id,Gene
CHRNA9,,gene_id,Gene
CHRND,,gene_id,Gene
CHRNE,,gene_id,Gene
CHRNG,,gene_id,Gene
CHRFAM7A,,gene_id,Gene
KCNMB1,,gene_id,Gene
KCNMA1,,gene_id,Gene
CHRNA10,,gene_id,Gene
KCNN2,,gene_id,Gene
CHRM3,,gene_id,Gene
MARCKS,,gene_id,Gene
PLCB2,,gene_id,Gene
PLCB3,,gene_id,Gene
PLCB1,,gene_id,Gene
IZUMO4,,gene_id,Gene
IZUMO3,,gene_id,Gene
CD9,,gene_id,Gene
IZUMO2,,gene_id,Gene
IZUMO1,,gene_id,Gene
ACR,,gene_id,Gene
PSENEN,,gene_id,Gene
JAG1,,gene_id,Gene
JAG2,,gene_id,Gene
ADAM10,,gene_id,Gene
DLK1,,gene_id,Gene
ITCH,,gene_id,Gene
MIB1,,gene_id,Gene
MIB2,,gene_id,Gene
ADAM17,,gene_id,Gene
NEURL1,,gene_id,Gene
CNTN1,,gene_id,Gene
NUMB,,gene_id,Gene
NOTCH1,,gene_id,Gene
DTX1,,gene_id,Gene
DTX2,,gene_id,Gene
ARRB2,,gene_id,Gene
PSEN1,,gene_id,Gene
DTX4,,gene_id,Gene
PSEN2,,gene_id,Gene
DLL1,,gene_id,Gene
DLL4,,gene_id,Gene
APH1B,,gene_id,Gene
NEURL1B,,gene_id,Gene
APH1A,,gene_id,Gene
ARRB1,,gene_id,Gene
DNER,,gene_id,Gene
NCSTN,,gene_id,Gene
NTRK2,,gene_id,Gene
CDK5,,gene_id,Gene
CDK5R1,,gene_id,Gene
RNASE1,,gene_id,Gene
TIAM1,,gene_id,Gene
NRAS,,gene_id,Gene
NTF4,,gene_id,Gene
PTPN11,,gene_id,Gene
FRS3,,gene_id,Gene
HRAS,,gene_id,Gene
FRS2,,gene_id,Gene
GRB2,,gene_id,Gene
SOS1,,gene_id,Gene
GRIN2B,,gene_id,Gene
FYN,,gene_id,Gene
DOCK3,,gene_id,Gene
PIGU,,gene_id,Gene
PIK3R1,,gene_id,Gene
PIK3CA,,gene_id,Gene
SHC1,,gene_id,Gene
NTRK3,,gene_id,Gene
IRS1,,gene_id,Gene
NTF3,,gene_id,Gene
H2AZ2,,gene_id,Gene
NCOA2,,gene_id,Gene
KDM4C,,gene_id,Gene
H2AZ1,,gene_id,Gene
H2BC9,,gene_id,Gene
H2AC7,,gene_id,Gene
H2BC4,,gene_id,Gene
H2AC6,,gene_id,Gene
H2BC5,,gene_id,Gene
H2AC4,,gene_id,Gene
H2BC3,,gene_id,Gene
H2BC1,,gene_id,Gene
H2BC12L,,gene_id,Gene
H2BC17,,gene_id,Gene
H2BC13,,gene_id,Gene
H2BC14,,gene_id,Gene
H2BC15,,gene_id,Gene
H2AJ,,gene_id,Gene
H2AC20,,gene_id,Gene
H4C15,,gene_id,Gene
H2BC11,,gene_id,Gene
H2BC12,,gene_id,Gene
PKN1,,gene_id,Gene
KLKB1,,gene_id,Gene
H2AX,,gene_id,Gene
KDM1A,,gene_id,Gene
KLK2,,gene_id,Gene
H2AB1,,gene_id,Gene
AREG,,gene_id,Gene
H2AC19,,gene_id,Gene
H2AC14,,gene_id,Gene
H2BC26,,gene_id,Gene
H2BC21,,gene_id,Gene
H3C13,,gene_id,Gene
H3-3B,,gene_id,Gene
H3C7,,gene_id,Gene
FGF1,,gene_id,Gene
FGF3,,gene_id,Gene
FGF4,,gene_id,Gene
FGF5,,gene_id,Gene
FGF18,,gene_id,Gene
FGF6,,gene_id,Gene
FGF17,,gene_id,Gene
FGF7,,gene_id,Gene
FGF16,,gene_id,Gene
FGF8,,gene_id,Gene
FGF9,,gene_id,Gene
FGF10,,gene_id,Gene
FGF20,,gene_id,Gene
FGF13,,gene_id,Gene
FGF23,,gene_id,Gene
FGF22,,gene_id,Gene
FGFR2,,gene_id,Gene
MAPT,,gene_id,Gene
PRKAG3,,gene_id,Gene
PRKAG1,,gene_id,Gene
PRKAB1,,gene_id,Gene
PRKAA1,,gene_id,Gene
CAMKK2,,gene_id,Gene
CALM1,,gene_id,Gene
RFC4,,gene_id,Gene
RFC5,,gene_id,Gene
RFC2,,gene_id,Gene
RFC3,,gene_id,Gene
HUS1,,gene_id,Gene
CDC25A,,gene_id,Gene
RPA3,,gene_id,Gene
CDC7,,gene_id,Gene
CDC6,,gene_id,Gene
CDC25C,,gene_id,Gene
DBF4,,gene_id,Gene
POLR1A,,gene_id,Gene
POLR1B,,gene_id,Gene
MCM4,,gene_id,Gene
RAD17,,gene_id,Gene
MCM5,,gene_id,Gene
MCM6,,gene_id,Gene
MCM7,,gene_id,Gene
RAD9A,,gene_id,Gene
SLC25A15,,gene_id,Gene
MCM3,,gene_id,Gene
RAD9B,,gene_id,Gene
SLC25A2,,gene_id,Gene
SERPINA2,,gene_id,Gene
MCM8,,gene_id,Gene
RRAD,,gene_id,Gene
MCM10,,gene_id,Gene
ORC6,,gene_id,Gene
ORC5,,gene_id,Gene
CDC45,,gene_id,Gene
CHEK1,,gene_id,Gene
CLSPN,,gene_id,Gene
ORC4,,gene_id,Gene
ORC3,,gene_id,Gene
ATRIP,,gene_id,Gene
REXO2,,gene_id,Gene
YWHAZ,,gene_id,Gene
PPP3R1,,gene_id,Gene
PPP3CC,,gene_id,Gene
YWHAQ,,gene_id,Gene
BCL2,,gene_id,Gene
BID,,gene_id,Gene
YWHAH,,gene_id,Gene
DYNLL2,,gene_id,Gene
TP73,,gene_id,Gene
TP53,,gene_id,Gene
PPP1R13B,,gene_id,Gene
BBC3,,gene_id,Gene
BCL2L11,,gene_id,Gene
MAPK8,,gene_id,Gene
PMAIP1,,gene_id,Gene
BMF,,gene_id,Gene
TP53BP2,,gene_id,Gene
TP63,,gene_id,Gene
C4B,,gene_id,Gene
C5,,gene_id,Gene
HNRNPC,,gene_id,Gene
C4A,,gene_id,Gene
C3,,gene_id,Gene
CFB,,gene_id,Gene
DLG1,,gene_id,Gene
MPP3,,gene_id,Gene
GRIK4,,gene_id,Gene
GRIK5,,gene_id,Gene
LLGL1,,gene_id,Gene
NCALD,,gene_id,Gene
GRIK3,,gene_id,Gene
GRIK1,,gene_id,Gene
KCNJ5,,gene_id,Gene
KCNJ6,,gene_id,Gene
GABBR2,,gene_id,Gene
KCNJ10,,gene_id,Gene
KCNJ12,,gene_id,Gene
KCNJ9,,gene_id,Gene
KCNJ15,,gene_id,Gene
KCNJ16,,gene_id,Gene
UBD,,gene_id,Gene
KCNJ2,,gene_id,Gene
KCNJ3,,gene_id,Gene
KCNJ4,,gene_id,Gene
GNAL,,gene_id,Gene
NCOA3,,gene_id,Gene
JUN,,gene_id,Gene
NCOA6,,gene_id,Gene
PAX6,,gene_id,Gene
CNOT6,,gene_id,Gene
NCOR1,,gene_id,Gene
MEIS1,,gene_id,Gene
RARB,,gene_id,Gene
HOXD4,,gene_id,Gene
RARA,,gene_id,Gene
AJUBA,,gene_id,Gene
CNOT9,,gene_id,Gene
HOXB1,,gene_id,Gene
CTCF,,gene_id,Gene
PAGR1,,gene_id,Gene
YY1,,gene_id,Gene
RXRA,,gene_id,Gene
RBBP5,,gene_id,Gene
RBBP4,,gene_id,Gene
HOXA4,,gene_id,Gene
HOXA3,,gene_id,Gene
HOXA2,,gene_id,Gene
RBBP7,,gene_id,Gene
HOXA1,,gene_id,Gene
PKNOX1,,gene_id,Gene
KDM6A,,gene_id,Gene
CREBBP,,gene_id,Gene
EGR2,,gene_id,Gene
SUZ12,,gene_id,Gene
EED,,gene_id,Gene
MAFB,,gene_id,Gene
PBX1,,gene_id,Gene
PIAS2,,gene_id,Gene
HOXB4,,gene_id,Gene
HOXB3,,gene_id,Gene
HOXB2,,gene_id,Gene
ZNF335,,gene_id,Gene
EZH2,,gene_id,Gene
HDAC3,,gene_id,Gene
PAXIP1,,gene_id,Gene
HOXD3,,gene_id,Gene
RARG,,gene_id,Gene
HOXD1,,gene_id,Gene
KMT2D,,gene_id,Gene
KMT2C,,gene_id,Gene
WDR5,,gene_id,Gene
ASH2L,,gene_id,Gene
EP300,,gene_id,Gene
PCGF2,,gene_id,Gene
HOXC4,,gene_id,Gene
TMED7-TICAM2,,gene_id,Gene
NDUFA2,,gene_id,Gene
LY96,,gene_id,Gene
TRAF3,,gene_id,Gene
TICAM1,,gene_id,Gene
TANK,,gene_id,Gene
TBK1,,gene_id,Gene
IRF3,,gene_id,Gene
SARM1,,gene_id,Gene
IRF7,,gene_id,Gene
IKBKE,,gene_id,Gene
TLR4,,gene_id,Gene
MMP7,,gene_id,Gene
MMP8,,gene_id,Gene
MMP1,,gene_id,Gene
MMP2,,gene_id,Gene
CMA1,,gene_id,Gene
MMP3,,gene_id,Gene
CTRB2,,gene_id,Gene
PRSS58,,gene_id,Gene
MMP9,,gene_id,Gene
MMP11,,gene_id,Gene
MMP10,,gene_id,Gene
MMP13,,gene_id,Gene
MMP15,,gene_id,Gene
MMP14,,gene_id,Gene
MMP17,,gene_id,Gene
MMP16,,gene_id,Gene
CTRB1,,gene_id,Gene
COL18A1,,gene_id,Gene
PRSS2,,gene_id,Gene
FURIN,,gene_id,Gene
PLG,,gene_id,Gene
CTSV,,gene_id,Gene
MMP24,,gene_id,Gene
MMP28,,gene_id,Gene
SPOCK3,,gene_id,Gene
CTSK,,gene_id,Gene
TIMP1,,gene_id,Gene
CTSG,,gene_id,Gene
TIMP2,,gene_id,Gene
TPSAB1,,gene_id,Gene
ELANE,,gene_id,Gene
FBXW11,,gene_id,Gene
NFKBIB,,gene_id,Gene
NFKBIA,,gene_id,Gene
REL,,gene_id,Gene
NFKBIE,,gene_id,Gene
RELA,,gene_id,Gene
MAP3K7,,gene_id,Gene
CARD11,,gene_id,Gene
PRKCB,,gene_id,Gene
NFKB1,,gene_id,Gene
BCL10,,gene_id,Gene
MALT1,,gene_id,Gene
IKBKB,,gene_id,Gene
IKBKG,,gene_id,Gene
NEK9,,gene_id,Gene
CCNB2,,gene_id,Gene
NEK6,,gene_id,Gene
NEK7,,gene_id,Gene
